channel_url,video_url
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=h6bE__30qGE
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=r2BXhH1z2xg
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=tS4DYHU5NA8
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=LVcuaw1Ev3Q
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=nNDDLL2GtFo
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=BPgc_aFjVfI
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=S8z8P98SQXI
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=4fG_dyKqb-g
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=Xuw-VbTqF14
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=z03JHvywXk4
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=6x6MkUfZEWE
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=Fsa26cIdj7U
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=SALhHJiFX2s
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=z4oZOlulS84
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=sv7EFjuSNXI
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=x1rvdLmhYK8
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=Fv6qdI_z55U
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=EpdWu-Hkqf0
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=x3MkFvTwEC4
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=EbM6yRwW3Q4
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=tgbSuun6JkE
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=vzidw1FcNMI
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=AJDK5Z2RP8s
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=oPg95orcmgM
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=G2Gsp4wKH_Q
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=SXlJw3QE80U
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=SsG1DJa_em4
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=IJGO47Qt-Lk
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=mU0CgZg0hms
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=6IN3ft-gxSY
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=i85rJR99FJc
https://www.youtube.com/@JohnfettermanPA,https://www.youtube.com/watch?v=5eWLnI3ta6c
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=S_Coos141gM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=VHSQ1TaBd2Y
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=5u_334inC2I
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=ywGiHfHbOL0
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=O2uqnjMjpzM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=xKq26yfVVMw
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=f-a6KY4wbeg
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=3it5OJp8bf8
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=vCe9vrecafo
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=yxexg29oXQs
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=2K8oiqxWUlA
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=mWShzIhJEvs
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=NbV5FY_q_gg
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=AVuAtaEYRRk
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=bbG7E7qT4HM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=yZywn1duUGc
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=5KEYfZq_EgY
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=9reg5wJPDrw
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=xrh5alhkYXU
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=cUJuOodoBrs
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=Ldsb_1KSj2I
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=AqjAlDSRYc8
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=QZD1EczhWDU
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=QcLFe_uG_zE
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=b9XyDakiXJY
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=YjTDEam9H6w
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=rqdVhueguXM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=47_ngWvX38M
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=hLa5Jekqzvg
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=CZvliehgseY
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=hxERVAugBZo
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=qnFcz6Xi8xE
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=agfq-59pQeA
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=C-OX-2XUflA
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=Fk3J8lcko2k
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=fWpw7cnq6cA
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=bKuGWd4s4SM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=m-pejw3bRN8
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=Ng9HFgIA720
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=3Fqkuj5Mo3A
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=PPcjzCO0VIs
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=VQ7kh3-qITE
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=rd1syN4xVDM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=h1SuCVM_myc
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=lZVsKEH8L7M
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=15a1gwFHcqs
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=N4GYJ5_NNY8
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=s2WUAmET-08
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=Kq92HiVNNKg
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=tyqSmhJJsRY
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=WTeIvy-LRTo
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=thRRKMEdpj0
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=D674SlGdEtk
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=3Bk_MNN2JPw
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=FpveXbjAnXE
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=1cfzpqGQB2w
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=hNhkUCk1NzY
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=GEaxhmycjxs
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=y2tvxoe433c
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=6ne_JFewDwM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=5F5gFq9Fk-o
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=8gSQnfmk02A
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=bGRA8_KLNnk
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=t15KQV5fbDg
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=cO2XY9noCN4
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=INEEVmHDb4Q
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=LtQWiUEtH4E
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=mINuunapr-o
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=hBB_4767lRw
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=gjP_C72w7jU
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=G4BWE2jIx7w
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=WnM1yWRIRpM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=1d6d1cJAdLc
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=AbhRvolaGi0
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=l4SqLvYJ3UM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=j2kISNADLX8
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=1Y6HwmdY3xM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=xNk7nKqMzyA
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=_La-XuUmEqg
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=30SpHBgQkTc
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=PGqxQP-H8CM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=8ijN0oTs6WM
https://www.youtube.com/@repsteel,https://www.youtube.com/watch?v=wUmeYYXKfdA
https://www.youtube.com/@marktakano41,https://www.youtube.com/watch?v=N_UJhY2zgQY
https://www.youtube.com/@marktakano41,https://www.youtube.com/watch?v=k6Y6Tqu4C30
https://www.youtube.com/@marktakano41,https://www.youtube.com/watch?v=YUrSTpwXaAE
https://www.youtube.com/@marktakano41,https://www.youtube.com/watch?v=bHERHKnodrQ
https://www.youtube.com/@marktakano41,https://www.youtube.com/watch?v=F48cFK-XrSw
https://www.youtube.com/@marktakano41,https://www.youtube.com/watch?v=14y7ucu9vjA
https://www.youtube.com/@marktakano41,https://www.youtube.com/watch?v=927d4Xs-Hgs
https://www.youtube.com/@RepBlumenauerOR03,https://www.youtube.com/watch?v=OcIKhMOfbb4
https://www.youtube.com/@RepBlumenauerOR03,https://www.youtube.com/watch?v=QuTphtuxzQY
https://www.youtube.com/@RepBlumenauerOR03,https://www.youtube.com/watch?v=t-CxsCyILQM
https://www.youtube.com/@RepBlumenauerOR03,https://www.youtube.com/watch?v=yyg4jHPMNeY
https://www.youtube.com/@RepBlumenauerOR03,https://www.youtube.com/watch?v=5795h6Rting
