first_name,last_name,state,party,district,official_channel,campaign_channel
Gohmert,Louie,Texas,REPUBLICAN,1,https://www.youtube.com/@GohmertTX01,https://www.youtube.com/@louiegohmert6836
Golden,Jared F.,Maine,DEMOCRATIC,2,https://www.youtube.com/@JaredGoldenforCongress,https://www.youtube.com/@congressmanjaredgolden9074
Goldman,Daniel S.,New York,DEMOCRATIC,10,https://www.youtube.com/channel/UCg3mideolBngx2OrqOtdMxQ,https://www.youtube.com/@danielakiva3858
Gomez,Jimmy,California,DEMOCRATIC,34,https://www.youtube.com/@jimmygomezforcongress3550,https://www.youtube.com/@RepJimmyGomez
Gonzales,Tony,Texas,REPUBLICAN,23,https://www.youtube.com/@congressmantonygonzales652,https://www.youtube.com/@teamtony4182
Gonzalez,Anthony,Ohio,REPUBLICAN,16,https://www.youtube.com/@RepAGonzalez,https://www.youtube.com/@congressmantonygonzales652
Gonzalez,Vicente,Texas,DEMOCRATIC,34,https://www.youtube.com/@u.s.congressmanvicentegonz996,https://www.youtube.com/@vicentegonzalezforu.s.cong4805
González-Colón,Jenniffer,Puerto Rico,REPUBLICAN,At Large,https://www.youtube.com/@RepJenniffer,https://www.youtube.com/@LynnCommunityHealthCenter
Good,Bob,Virginia,REPUBLICAN,5,https://www.youtube.com/@congressmanbobgood7773,https://www.youtube.com/@bobgoodforcongress8649
Gooden,Lance,Texas,REPUBLICAN,5,https://www.youtube.com/@CongressmanLanceGooden,https://www.youtube.com/@lancegoodenforcongress7936
Gosar,Paul A.,Arizona,REPUBLICAN,9,https://www.youtube.com/@repgosar,https://www.youtube.com/@Gosar4Congress
Gottheimer,Josh,New Jersey,DEMOCRATIC,5,https://www.youtube.com/@joshgottheimerforcongress1719,https://www.youtube.com/@joshgottheimerforcongress2617
Graham,Lindsey,South Carolina,REPUBLICAN,,https://www.youtube.com/@USSenLindseyGraham,https://www.youtube.com/@lindseygrahamsc
Granger,Kay,Texas,REPUBLICAN,12,https://www.youtube.com/@RepKayGranger,https://www.youtube.com/@kaygranger8536
Grassley,Chuck,Iowa,REPUBLICAN,,https://www.youtube.com/@SenChuckGrassley,https://www.youtube.com/@GrassleyWorks
Graves,Garret,Louisiana,REPUBLICAN,6,https://www.youtube.com/@repgarretgraves,https://www.youtube.com/@PoliticalFirmBr
Graves,Sam,Missouri,REPUBLICAN,6,https://www.youtube.com/@congressmansamgraves7291,https://www.youtube.com/@samgravesforcongress1331
Green,Al,Texas,DEMOCRATIC,9,https://www.youtube.com/@RepAlGreen,https://www.youtube.com/@marcusflowersforcongress5238
Green,Mark E.,Tennessee,REPUBLICAN,7,https://www.youtube.com/@rep.markgreen,https://www.youtube.com/@markgreenforcongress2941
Greene,Marjorie Taylor,Georgia,REPUBLICAN,14,https://www.youtube.com/@marjorietaylorgreeneforcon1580,https://www.youtube.com/@RepMTG
Griffith,H. Morgan,Virginia,REPUBLICAN,9,https://www.youtube.com/@RepMorganGriffith,https://www.youtube.com/@ThomasAfterhours
Grijalva,Raúl M.,Arizona,DEMOCRATIC,7,https://www.youtube.com/@PeopleForGrijalva,https://www.youtube.com/@luispozzoloforcongress6918
Grothman,Glenn,Wisconsin,REPUBLICAN,6,https://www.youtube.com/@repglenngrothman,https://www.youtube.com/@Glenngrothmanforcongress
Guest,Michael,Mississippi,REPUBLICAN,3,https://www.youtube.com/@michaelguestforcongress9736,https://www.youtube.com/@congressmanmichaelguest4943
Guthrie,Brett,Kentucky,REPUBLICAN,2,https://www.youtube.com/@brettguthrie8517,https://www.youtube.com/@BrettGuthrie
Haaland,Debra A.,New Mexico,DEMOCRATIC,1,https://www.youtube.com/@debhaaland8614,https://www.youtube.com/@repdebhaaland
Hagedorn,Jim,Minnesota,REPUBLICAN,1,https://www.youtube.com/@HagedornforCongress,https://www.youtube.com/@danfeehanforcongress2984
Hageman,Harriet M.,Wyoming,REPUBLICAN,At Large,https://www.youtube.com/@hagemanforwyoming874,https://www.youtube.com/@CosmoSeventeen
Hagerty,Bill,Tennessee,REPUBLICAN,,https://www.youtube.com/@billhagertytn3403,https://www.youtube.com/@SenatorBillHagerty
Harder,Josh,California,DEMOCRATIC,9,https://www.youtube.com/@harderforcongress4312,https://www.youtube.com/@JakeBroe
Harris,Andy,Maryland,REPUBLICAN,1,https://www.youtube.com/@RepAndyHarris,https://www.youtube.com/@andyharris8837
Harris,Kamala D.,California,DEMOCRATIC,,https://www.youtube.com/@NcaiOrg1944,https://www.youtube.com/@bidenharristv3889
Harshbarger,Diana,Tennessee,REPUBLICAN,1,https://www.youtube.com/@dianaharshbarger4672,https://www.youtube.com/@rep.dianaharshbarger5584
Hartzler,Vicky,Missouri,REPUBLICAN,4,https://www.youtube.com/@RepVickyHartzler,https://www.youtube.com/@vickyhartzlerforsenate7666
Hassan,Margaret Wood,New Hampshire,DEMOCRATIC,,https://www.youtube.com/@SenatorHassan,https://www.youtube.com/@MaggieHassan
Hastings,Alcee L.,Florida,DEMOCRATIC,20,https://www.youtube.com/@RepAlceeHastings,https://www.youtube.com/@alceehastings9647
Hawley,Josh,Missouri,REPUBLICAN,,https://www.youtube.com/@SenatorJoshHawley,https://www.youtube.com/@joshhawley5457
Hayes,Jahana,Connecticut,DEMOCRATIC,5,https://www.youtube.com/@friendsofjahanahayes4787,https://www.youtube.com/@anewpromisect2843
Heinrich,Martin,New Mexico,DEMOCRATIC,,https://www.youtube.com/@SenMartinHeinrich,https://www.youtube.com/@darkgamer86
Hern,Kevin,Oklahoma,REPUBLICAN,1,https://www.youtube.com/@repkevinhern,https://www.youtube.com/@kevinhern8727
Herrell,Yvette,New Mexico,REPUBLICAN,2,https://www.youtube.com/@yvetteherrell2774,https://www.youtube.com/@rep.yvetteherrell8591
Herrera Beutler,Jaime,Washington,REPUBLICAN,3,https://www.youtube.com/@jaimeherrerabeutler5104,https://www.youtube.com/@jaimeherrerabeutler7900
Hice,Jody B.,Georgia,REPUBLICAN,10,https://www.youtube.com/@RepJodyHice,https://www.youtube.com/@jodyhice
Hickenlooper,John W.,Colorado,DEMOCRATIC,,https://www.youtube.com/@waterforcolorado4810,https://www.youtube.com/@BobBeauprez
Higgins,Brian,New York,DEMOCRATIC,26,https://www.youtube.com/@CongressmanHiggins,https://www.youtube.com/@CongressmanClayHiggins
Higgins,Clay,Louisiana,REPUBLICAN,3,https://www.youtube.com/@CongressmanClayHiggins,https://www.youtube.com/@captainhigginsforcongress710
Hill,J. French,Arkansas,REPUBLICAN,2,https://www.youtube.com/@CJGrishamLaw,https://www.youtube.com/@EdWorkforceDemocrats
Himes,James A.,Connecticut,DEMOCRATIC,4,https://www.youtube.com/@RepJimHimes,https://www.youtube.com/@HimesForCongress
Hinson,Ashley,Iowa,REPUBLICAN,2,https://www.youtube.com/@ashleyhinson903,https://www.youtube.com/@congresswomanashleyhinson2437
Hirono,Mazie K.,Hawaii,DEMOCRATIC,,https://www.youtube.com/@senatorhirono,https://www.youtube.com/@EastWestCenter
Hoeven,John,North Dakota,REPUBLICAN,,https://www.youtube.com/@SenatorJohnHoeven,https://www.youtube.com/@SenateIndianAffairs
Hollingsworth,Trey,Indiana,REPUBLICAN,9,https://www.youtube.com/@representativetreyhollings7557,https://www.youtube.com/@treyhollingsworth4839
Horsford,Steven,Nevada,DEMOCRATIC,4,https://www.youtube.com/@congressmanstevenhorsford1450,https://www.youtube.com/@rephorsford
Houchin,Erin,Indiana,REPUBLICAN,9,https://www.youtube.com/@erinhouchinforcongress201,https://www.youtube.com/@houchinforcongress6789
Houlahan,Chrissy,Pennsylvania,DEMOCRATIC,6,https://www.youtube.com/@chrissyhoulahanforcongress871,https://www.youtube.com/@rephoulahan
Hoyer,Steny H.,Maryland,DEMOCRATIC,5,https://www.youtube.com/@whiphoyer,https://www.youtube.com/@danabalterforcongress5205
Hoyle,Val T.,Oregon,DEMOCRATIC,4,https://www.youtube.com/@valhoylefororegon315,https://www.youtube.com/@oregonbuildingtrades
Hudson,Richard,North Carolina,REPUBLICAN,9,https://www.youtube.com/@reprichhudson,https://www.youtube.com/@hudsonforcongress
Huffman,Jared,California,DEMOCRATIC,2,https://www.youtube.com/@RepHuffman,https://www.youtube.com/@huffmanforcongress795
Huizenga,Bill,Michigan,REPUBLICAN,4,https://www.youtube.com/@billhuizenga,https://www.youtube.com/@billhuizenga4683
Hunt,Wesley,Texas,REPUBLICAN,38,https://www.youtube.com/@WesleyHuntforCongress,https://www.youtube.com/@repwesleyhunt
Hyde-Smith,Cindy,Mississippi,REPUBLICAN,,https://www.youtube.com/@u.s.senatorcindyhyde-smith5918,https://www.youtube.com/@cindyhyde-smith5625
Inhofe,James M.,Oklahoma,REPUBLICAN,,https://www.youtube.com/@JimInhofePressOffice,https://www.youtube.com/@abbybroylesforcongress7981
Issa,Darrell E.,California,REPUBLICAN,48,https://www.youtube.com/@RepDarrellIssa,https://www.youtube.com/@congressmandarrellissa3810
Ivey,Glenn,Maryland,DEMOCRATIC,4,https://www.youtube.com/@glennivey1732,https://www.youtube.com/@AIPACPC
Jackson Lee,Sheila,Texas,DEMOCRATIC,18,https://www.youtube.com/@RepJacksonLee,https://www.youtube.com/@sheilajacksonlee8841
Jackson,Jeff,North Carolina,DEMOCRATIC,14,https://www.youtube.com/@JeffJacksonNC,https://www.youtube.com/@jeffjacksonforcongress8545
Jackson,Jonathan L.,Illinois,DEMOCRATIC,1,https://www.youtube.com/@jonathanl.jacksonforcongre2064,https://www.youtube.com/@ericcarlsonforcongress2118
Jackson,Ronny,Texas,REPUBLICAN,13,https://www.youtube.com/@rep.ronnyjackson7846,https://www.youtube.com/@ronnyjackson5650
Jacobs,Chris,New York,REPUBLICAN,27,https://www.youtube.com/@chrisjacobs4congress563,https://www.youtube.com/@BlueAmerica
Jacobs,Sara,California,DEMOCRATIC,51,https://www.youtube.com/@repsarajacobs,https://www.youtube.com/@sarajacobs6821
James,John,Michigan,REPUBLICAN,10,https://www.youtube.com/@JohnJamesMI,https://www.youtube.com/@JohnJamesStudios
Jayapal,Pramila,Washington,DEMOCRATIC,7,https://www.youtube.com/@pramilaforcongress3442,https://www.youtube.com/@RepJayapal
Jeffries,Hakeem S.,New York,DEMOCRATIC,8,https://www.youtube.com/@RepJeffries,https://www.youtube.com/@HakeemJeffries
Johnson,Bill,Ohio,REPUBLICAN,6,https://www.youtube.com/@RepBillJohnson,https://www.youtube.com/@JudiciaryDems
Johnson,Dusty,South Dakota,REPUBLICAN,At Large,https://www.youtube.com/@dustyforcongress8826,https://www.youtube.com/@rep.dustyjohnson9149
Johnson,Eddie Bernice,Texas,DEMOCRATIC,30,https://www.youtube.com/@RepEddieBJohnson,https://www.youtube.com/@RepHankJohnson
Johnson,"Henry C. ""Hank,"" Jr.",Georgia,DEMOCRATIC,4,https://www.youtube.com/@RepHankJohnson,https://www.youtube.com/@davidjohnsonhenry6014
Johnson,Mike,Louisiana,REPUBLICAN,4,https://www.youtube.com/@RepMikeJohnson,https://www.youtube.com/@rep.mikejohnson5421
Johnson,Ron,Wisconsin,REPUBLICAN,,https://www.youtube.com/@SenatorRonJohnson,https://www.youtube.com/@ronjohnson1876
Jones,Mondaire,New York,DEMOCRATIC,17,https://www.youtube.com/@RepMondaire,https://www.youtube.com/@grandstreetdemocrats6743
Jordan,Jim,Ohio,REPUBLICAN,4,https://www.youtube.com/@RepJimJordan,https://www.youtube.com/@jimjordanforcongress8602
Joyce,David P.,Ohio,REPUBLICAN,14,https://www.youtube.com/@RepDaveJoyce,https://www.youtube.com/@davejoyce5540
Joyce,John,Pennsylvania,REPUBLICAN,13,https://www.youtube.com/@johnjoyceforcongress9342,https://www.youtube.com/@RepJohnJoyce
Kahele,Kaiali'i,Hawaii,DEMOCRATIC,2,https://www.youtube.com/@repkahele,https://www.youtube.com/@kaikahele1079
Kaine,Tim,Virginia,DEMOCRATIC,,https://www.youtube.com/@SenatorKaine,https://www.youtube.com/@timkaine4524
Kamlager-Dove,Sydney,California,DEMOCRATIC,37,https://www.youtube.com/@lasentinelnews,
Kaptur,Marcy,Ohio,DEMOCRATIC,9,https://www.youtube.com/@marcykapturforcongress5276,https://www.youtube.com/@USRepMarcyKaptur
Katko,John,New York,REPUBLICAN,24,https://www.youtube.com/@johnkatkoforcongress5735,https://www.youtube.com/@johnkatkoforcongress9872
Kean,Thomas H.,New Jersey,REPUBLICAN,7,https://www.youtube.com/@TomKean,https://www.youtube.com/@TomMalinowskiNJ7
Keating,William R.,Massachusetts,DEMOCRATIC,9,https://www.youtube.com/@RepBillKeating,https://www.youtube.com/@VoteBillKeating
Keller,Fred,Pennsylvania,REPUBLICAN,12,https://www.youtube.com/@fredkeller3070,https://www.youtube.com/@rockstargop
Kelly,Mark,Arizona,DEMOCRATIC,,https://www.youtube.com/@CaptMarkKelly,https://www.youtube.com/@jenniferwextonforcongress6781
Kelly,Mike,Pennsylvania,REPUBLICAN,16,https://www.youtube.com/@RepMikeKelly,https://www.youtube.com/@MikeKellyforPA3
Kelly,Robin L.,Illinois,DEMOCRATIC,2,https://www.youtube.com/@robinkelly4667,https://www.youtube.com/@friendsofrobinkelly
Kelly,Trent,Mississippi,REPUBLICAN,1,https://www.youtube.com/@rep.trentkelly9287,https://www.youtube.com/@YallPolitics
Kennedy,John,Louisiana,REPUBLICAN,,https://www.youtube.com/@SenatorJohnKennedy,https://www.youtube.com/@johnkennedy6053
Khanna,Ro,California,DEMOCRATIC,17,https://www.youtube.com/@RepRoKhanna,https://www.youtube.com/@rokhannacampaign5089
Kiggans,Jennifer A,Virginia,REPUBLICAN,2,https://www.youtube.com/@jenkiggansforcongress7411,https://www.youtube.com/@repjenkiggans
Kildee,Daniel T.,Michigan,DEMOCRATIC,8,https://www.youtube.com/@CongressmanDanKildee,https://www.youtube.com/@friendsofdankildee2126
Kiley,Kevin,California,REPUBLICAN,3,https://www.youtube.com/@kevinkiley5196,https://www.youtube.com/@kevinkileyca4statesenate215
Kilmer,Derek,Washington,DEMOCRATIC,6,https://www.youtube.com/@RepDerekKilmer,https://www.youtube.com/@elizabethforcongress5543
Kim,Andy,New Jersey,DEMOCRATIC,3,https://www.youtube.com/@AndyKimForCongress,https://www.youtube.com/@repandykimnj
Kim,Young,California,REPUBLICAN,40,https://www.youtube.com/@RepYoungKim,https://www.youtube.com/@youngkimforcongress6358
Kind,Ron,Wisconsin,DEMOCRATIC,3,https://www.youtube.com/@RepRonKind,https://www.youtube.com/@DeSantis4Congress
King,Angus S.,Maine,INDEPENDENT,,https://www.youtube.com/@senatorangusking,https://www.youtube.com/@JaredGoldenforCongress
Kinzinger,Adam,Illinois,REPUBLICAN,16,https://www.youtube.com/@RepAdamKinzinger,https://www.youtube.com/@RepLabrador
Kirkpatrick,Ann,Arizona,DEMOCRATIC,2,https://www.youtube.com/@KirkpatrickforCongress,https://www.youtube.com/@congresswomanannkirkpatric4466
Klobuchar,Amy,Minnesota,DEMOCRATIC,,https://www.youtube.com/@amyforamerica,https://www.youtube.com/@MNMuseTube
Krishnamoorthi,Raja,Illinois,DEMOCRATIC,8,https://www.youtube.com/@CongressmanRaja,https://www.youtube.com/@rajaforcongress1306
Kuster,Ann M.,New Hampshire,DEMOCRATIC,2,https://www.youtube.com/@RepKuster,https://www.youtube.com/@AnnMcLaneKuster
Kustoff,David,Tennessee,REPUBLICAN,8,https://www.youtube.com/@congressmandavidkustoff9463,https://www.youtube.com/@davidkustoff4298
LaHood,Darin,Illinois,REPUBLICAN,16,https://www.youtube.com/@rep.darinlahood9427,https://www.youtube.com/@darinlahood4035
LaLota,Nick,New York,REPUBLICAN,1,https://www.youtube.com/@RepLaLota,https://www.youtube.com/@teamlalota
LaMalfa,Doug,California,REPUBLICAN,1,https://www.youtube.com/@douglamalfaforcongress7625,https://www.youtube.com/@RepLaMalfa
Lamb,Conor,Pennsylvania,DEMOCRATIC,17,https://www.youtube.com/@conorlamb1309,https://www.youtube.com/@rep.conorlamb9663
Lamborn,Doug,Colorado,REPUBLICAN,5,https://www.youtube.com/@CongressmanLamborn,https://www.youtube.com/@douglamborn9590
Landsman,Greg,Ohio,DEMOCRATIC,1,https://www.youtube.com/@CLFSuperPAC,https://www.youtube.com/@4THDTV
Langevin,James R.,Rhode Island,DEMOCRATIC,2,https://www.youtube.com/@jimlangevin,https://www.youtube.com/@Langevin4Congress
Langworthy,Nicholas A.,New York,REPUBLICAN,23,https://www.youtube.com/@paladinoforcongress1625,https://www.youtube.com/@NYGOP1
Lankford,James,Oklahoma,REPUBLICAN,,https://www.youtube.com/@SenatorLankford,https://www.youtube.com/@jameslankford8472
Larsen,Rick,Washington,DEMOCRATIC,2,https://www.youtube.com/@CongressmanLarsen,https://www.youtube.com/@ricklarsen3734
Larson,John B.,Connecticut,DEMOCRATIC,1,https://www.youtube.com/@RepJohnLarson,https://www.youtube.com/@HeidiStJohnForCongress
Latta,Robert E.,Ohio,REPUBLICAN,5,https://www.youtube.com/@CongressmanBobLatta,https://www.youtube.com/@Latta4Congress
LaTurner,Jake,Kansas,REPUBLICAN,2,https://www.youtube.com/@RepLaTurner,https://www.youtube.com/@jakelaturner3517
Lawler,Michael,New York,REPUBLICAN,17,https://www.youtube.com/@mikelawlerforcongress9041,https://www.youtube.com/@halstonmediaproductions6002
Lawrence,Brenda L.,Michigan,DEMOCRATIC,14,https://www.youtube.com/@congresswomanbrendalawrenc5301,https://www.youtube.com/@BrendaLawrence4MI14
Lawson,Al,Florida,DEMOCRATIC,5,https://www.youtube.com/@allawsonforcongress6455,https://www.youtube.com/@allawson4congress413
Leahy,Patrick J.,Vermont,DEMOCRATIC,,https://www.youtube.com/@SenatorPatrickLeahy,https://www.youtube.com/@SenChuckGrassley
Lee,Barbara,California,DEMOCRATIC,12,https://www.youtube.com/@RepLee,https://www.youtube.com/@barbaraleeforcongress8640
Lee,Laurel M.,Florida,REPUBLICAN,15,https://www.youtube.com/@YoungLohtx,https://www.youtube.com/@RepJacksonLee
Lee,Mike,Utah,REPUBLICAN,,https://www.youtube.com/@senatormikelee,https://www.youtube.com/@mwesch
Lee,Summer L.,Pennsylvania,DEMOCRATIC,12,https://www.youtube.com/@ZeldinForCongress,https://www.youtube.com/@westendp.o.w.e.r_terrimino6426
Lee,Susie,Nevada,DEMOCRATIC,3,https://www.youtube.com/@susieleeforcongress3874,https://www.youtube.com/@RepSusieLee
Leger Fernandez,Teresa,New Mexico,DEMOCRATIC,3,https://www.youtube.com/@teresalegerfernandez2134,https://www.youtube.com/@rep.teresalegerfernandez8059
Lesko,Debbie,Arizona,REPUBLICAN,8,https://www.youtube.com/@debbieleskoforcongress4830,https://www.youtube.com/@replesko
Letlow,Julia,Louisiana,REPUBLICAN,5,https://www.youtube.com/@julialetlowforcongress7868,https://www.youtube.com/@RepJuliaLetlow
Levin,Andy,Michigan,DEMOCRATIC,9,https://www.youtube.com/@andylevinforcongresscampai1397,https://www.youtube.com/@RepAndyLevin
Levin,Mike,California,DEMOCRATIC,49,https://www.youtube.com/@mikelevinca49,https://www.youtube.com/@mikelevin7288
Lieu,Ted,California,DEMOCRATIC,36,https://www.youtube.com/@RepTedLieu,https://www.youtube.com/@tedlieuforcongress8072
Loeffler,Kelly,Georgia,REPUBLICAN,,https://www.youtube.com/@kellyloeffler8567,https://www.youtube.com/@leagueofelections7339
Lofgren,Zoe,California,DEMOCRATIC,18,https://www.youtube.com/@RepZoeLofgren,https://www.youtube.com/@zoelofgrenforcongress3308
Long,Billy,Missouri,REPUBLICAN,7,https://www.youtube.com/@MOdistrict7,https://www.youtube.com/@billylongforsenate6543
Loudermilk,Barry,Georgia,REPUBLICAN,11,https://www.youtube.com/@rep.barryloudermilk2718,https://www.youtube.com/@standwithbarry7043
Lowenthal,Alan S.,California,DEMOCRATIC,47,https://www.youtube.com/@RepLowenthal,https://www.youtube.com/@AlanLowenthal2012
Lucas,Frank D.,Oklahoma,REPUBLICAN,3,https://www.youtube.com/@repfranklucas,https://www.youtube.com/@franklucas7967
Luetkemeyer,Blaine,Missouri,REPUBLICAN,3,https://www.youtube.com/@BLuetkemeyer,https://www.youtube.com/@dustinhill4congress219
Lujan,Ben Ray,New Mexico,DEMOCRATIC,,https://www.youtube.com/@benrlujan,https://www.youtube.com/@onetribute5460
Lummis,Cynthia M.,Wyoming,REPUBLICAN,,https://www.youtube.com/@SenatorCynthiaLummis,https://www.youtube.com/@cynthialummis73
Luna,Anna Paulina,Florida,REPUBLICAN,13,https://www.youtube.com/@AnnaPaulinaLunaforCongress,https://www.youtube.com/@annapaulinalunaforcongress9678
Luria,Elaine G.,Virginia,DEMOCRATIC,2,https://www.youtube.com/@teamelaine8955,https://www.youtube.com/@congresswomanelaineluria5121
Luttrell,Morgan,Texas,REPUBLICAN,8,https://www.youtube.com/@congressmanLuttrell,https://www.youtube.com/@theTallyMan
Lynch,Stephen F.,Massachusetts,DEMOCRATIC,8,https://www.youtube.com/@RepLynch,https://www.youtube.com/@slynchforcongress
Mace,Nancy,South Carolina,REPUBLICAN,1,https://www.youtube.com/@RepNancyMace,https://www.youtube.com/@nancymace8521
Magaziner,Seth,Rhode Island,DEMOCRATIC,2,https://www.youtube.com/@SethMagazinerRI,https://www.youtube.com/@BusinessConnect_Magazine
Malinowski,Tom,New Jersey,DEMOCRATIC,7,https://www.youtube.com/@TomMalinowskiNJ7,https://www.youtube.com/@TomKean
Malliotakis,Nicole,New York,REPUBLICAN,11,https://www.youtube.com/@congresswomannicolemalliot8163,https://www.youtube.com/@NicoleMalliotakis
Maloney,Carolyn B.,New York,DEMOCRATIC,12,https://www.youtube.com/@MaloneyForCongress,https://www.youtube.com/@thecongressreport179
Maloney,Sean Patrick,New York,DEMOCRATIC,18,https://www.youtube.com/@seanpatrickmaloneyforcongr404,https://www.youtube.com/@spmaloneyforcongress
Manchin,Joe,West Virginia,DEMOCRATIC,,https://www.youtube.com/@SenatorJoeManchin,https://www.youtube.com/@SenateEnergy
Mann,Tracey,Kansas,REPUBLICAN,1,https://www.youtube.com/@rep.traceymann167,https://www.youtube.com/@mannforcongress
Manning,Kathy E.,North Carolina,DEMOCRATIC,6,https://www.youtube.com/@congresswomankathymanning7874,https://www.youtube.com/@kathymanning9294
Markey,Edward J.,Massachusetts,DEMOCRATIC,,https://www.youtube.com/@senatormarkey,https://www.youtube.com/@markeypress
Marshall,Roger,Kansas,REPUBLICAN,,https://www.youtube.com/@senatormarshall1834,https://www.youtube.com/@kansansformarshall4254
Massie,Thomas,Kentucky,REPUBLICAN,4,https://www.youtube.com/@RepThomasMassie,https://www.youtube.com/@thomasmassieforcongress2626
Mast,Brian J.,Florida,REPUBLICAN,21,https://www.youtube.com/@RepBrianMast,https://www.youtube.com/@BrianMastFL
Matsui,Doris O.,California,DEMOCRATIC,7,https://www.youtube.com/@SacramentoforDoris,https://www.youtube.com/@armyofOne0001
McBath,Lucy,Georgia,DEMOCRATIC,7,https://www.youtube.com/@lucymcbathforcongress5844,https://www.youtube.com/@replucymcbath
McCarthy,Kevin,California,REPUBLICAN,20,https://www.youtube.com/@SpeakerMcCarthy,https://www.youtube.com/@KevinMcCarthy
McCaul,Michael T.,Texas,REPUBLICAN,10,https://www.youtube.com/@MichaelTMcCaul,https://www.youtube.com/@mccaulforcongress8968
McClain,Lisa C.,Michigan,REPUBLICAN,9,https://www.youtube.com/@lisamcclain5179,https://www.youtube.com/@RepLisaMcClain
McClintock,Tom,California,REPUBLICAN,5,https://www.youtube.com/@McClintockCA05,https://www.youtube.com/@votemcclintock
McCollum,Betty,Minnesota,DEMOCRATIC,4,https://www.youtube.com/@bettymccollumforcongress534,https://www.youtube.com/@BMcCollum04
McConnell,Mitch,Kentucky,REPUBLICAN,,https://www.youtube.com/@RepublicanLeader,https://www.youtube.com/@teammitch
McCormick,Richard,Georgia,REPUBLICAN,6,https://www.youtube.com/@drrichmccormick,https://www.youtube.com/@markgonsalvesforcongress4655
McEachin,A. Donald,Virginia,DEMOCRATIC,4,https://www.youtube.com/@congressmandonaldmceachin8067,https://www.youtube.com/@donaldmceachin5926
McGarvey,Morgan,Kentucky,DEMOCRATIC,3,https://www.youtube.com/@morganmcgarvey7686,https://www.youtube.com/@kysenatedems
McGovern,James P.,Massachusetts,DEMOCRATIC,2,https://www.youtube.com/@jimmcgovernforcongress1380,https://www.youtube.com/@CongressmanJimMcGovern
McHenry,Patrick T.,North Carolina,REPUBLICAN,10,https://www.youtube.com/@CongressmanMcHenry,https://www.youtube.com/@sigmonforcongress
McKinley,David B.,West Virginia,REPUBLICAN,1,https://www.youtube.com/@mckinleyforcongress1049,https://www.youtube.com/@RepDavidMcKinley
McMorris Rodgers,Cathy,Washington,REPUBLICAN,5,https://www.youtube.com/@CathyforCongress,https://www.youtube.com/@McMorrisRodgers
McNerney,Jerry,California,DEMOCRATIC,9,https://www.youtube.com/@RepJerryMcNerney,https://www.youtube.com/@repjerrymcnerney4467
Meeks,Gregory W.,New York,DEMOCRATIC,5,https://www.youtube.com/@repgregorymeeks,https://www.youtube.com/@MeeksforCongress2012
Meijer,Peter,Michigan,REPUBLICAN,3,https://www.youtube.com/@VoteMeijer,https://www.youtube.com/@usglc
Menendez,Robert,New Jersey,DEMOCRATIC,8,https://www.youtube.com/@SenatorMenendez,https://www.youtube.com/@menendezfornj6458
Menendez,Robert,New Jersey,DEMOCRATIC,,https://www.youtube.com/@SenatorMenendez,https://www.youtube.com/@menendezfornj6458
Meng,Grace,New York,DEMOCRATIC,6,https://www.youtube.com/@repgracemeng,https://www.youtube.com/@gracemeng8336
Merkley,Jeff,Oregon,DEMOCRATIC,,https://www.youtube.com/@SenatorJeffMerkleyYT,https://www.youtube.com/@JeffMerkleyForOregon
Meuser,Daniel,Pennsylvania,REPUBLICAN,9,https://www.youtube.com/@RepMeuser,https://www.youtube.com/@danmeuser618
Mfume,Kweisi,Maryland,DEMOCRATIC,7,https://www.youtube.com/@repkweisimfume8242,https://www.youtube.com/@mfumeforcongress5417
Miller,Carol D.,West Virginia,REPUBLICAN,1,https://www.youtube.com/@carolforcongress3741,https://www.youtube.com/@repcarolmiller
Miller,Mary E.,Illinois,REPUBLICAN,15,https://www.youtube.com/@marymiller8118,https://www.youtube.com/@marymiller6299
Miller,Max L.,Ohio,REPUBLICAN,7,https://www.youtube.com/@maxmillerohio,https://www.youtube.com/@diemerforcongress1109
Miller-Meeks,Mariannette,Iowa,REPUBLICAN,1,https://www.youtube.com/@congresswomanmariannettemi4916,https://www.youtube.com/@mariannettemiller-meeks7222
Mills,Cory,Florida,REPUBLICAN,7,https://www.youtube.com/@corymills39,https://www.youtube.com/@rimmpodcast5004
Molinaro,Marcus J.,New York,REPUBLICAN,19,https://www.youtube.com/@marcmolinaroforcongress2759,https://www.youtube.com/@marcmolinaroforgovernor5622
Moolenaar,John R.,Michigan,REPUBLICAN,2,https://www.youtube.com/@rep.johnmoolenaar3511,https://www.youtube.com/@johnmoolenaarforcongress2531
Mooney,Alexander X.,West Virginia,REPUBLICAN,2,https://www.youtube.com/@mooneyforsenate,https://www.youtube.com/@blackamericaspac9562
Moore,Barry,Alabama,REPUBLICAN,2,https://www.youtube.com/@barrymoore-republicanforco8896,https://www.youtube.com/@barrymoore4638
Moore,Blake D.,Utah,REPUBLICAN,1,https://www.youtube.com/@blakemooreforcongress3654,https://www.youtube.com/@RepBlakeMoore
Moore,Gwen,Wisconsin,DEMOCRATIC,4,https://www.youtube.com/@RepGwenMoore,https://www.youtube.com/@gwenmoore4congress
Moran,Jerry,Kansas,REPUBLICAN,,https://www.youtube.com/@SenatorJerryMoran,https://www.youtube.com/@MoranforKs
Moran,Nathaniel,Texas,REPUBLICAN,1,https://www.youtube.com/@nathanielmoranforcongress5538,
Morelle,Joseph D.,New York,DEMOCRATIC,25,https://www.youtube.com/@rep.joemorelle2615,
